Created,Recording URL,Publicly Shared,Already Watched,Favorited,Tags,Notes,Landing Page URL,Exit Page URL,Referrer URL,Action Count,Page Count,Duration (seconds),Rage Clicked,U-Turned,Incoming Feedback,Net Promoter Score®,Hotjar User ID,New User,Country,Device,Browser,Operating System
2020-12-03T11:22:44,https://insights.hotjar.com/r?site=2099447&recording=4487755847,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://m.cafe.naver.com/ca-fe/web/cafes/25046926/articles/26603?boardtype=L,2,1,98,False,False,N/A,N/A,af428f16,True,KR,Phone,Crosswalk,Android
2020-12-03T11:55:48,https://insights.hotjar.com/r?site=2099447&recording=4487916584,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,,27,7,403,False,False,N/A,N/A,7656d87c,False,KR,Phone,Samsung,Android
2020-12-03T12:50:06,https://insights.hotjar.com/r?site=2099447&recording=4488193345,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/login,,14,2,188,False,False,N/A,N/A,17acabf0,True,KR,Phone,Chrome,Android
2020-12-03T12:56:04,https://insights.hotjar.com/r?site=2099447&recording=4488223379,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/sign_up_for_classes,https://m.cafe.naver.com,15,3,37,False,False,N/A,N/A,e3233357,False,KR,Phone,Safari,Ios
2020-12-03T13:10:59,https://insights.hotjar.com/r?site=2099447&recording=4488302897,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/sign_up_for_classes?package=true,,15,3,601,False,False,N/A,N/A,52a84b09,True,KR,Phone,Safari,Ios
2020-12-03T15:50:07,https://insights.hotjar.com/r?site=2099447&recording=4489190602,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://m.cafe.naver.com/ca-fe/web/cafes/25046926/articles/26603,1,1,98,False,False,N/A,N/A,d2da19ac,True,KR,Phone,Crosswalk,Android
2020-12-03T13:11:50,https://insights.hotjar.com/r?site=2099447&recording=4488307523,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://m.cafe.naver.com/ca-fe/web/cafes/25046926/articles/26603?fromList=true,5,1,32,False,False,N/A,N/A,99482489,False,KR,Phone,Samsung,Android
2020-12-03T13:18:50,https://insights.hotjar.com/r?site=2099447&recording=4488346535,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/free_trial_form,https://privatenote.co.kr/mypage/study,https://privatenote.co.kr/signup,123,14,1066,False,True,N/A,N/A,2671d605,False,KR,Phone,Chrome,Android
2020-12-03T15:29:11,https://insights.hotjar.com/r?site=2099447&recording=4489070666,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://m.cafe.naver.com/ca-fe/web/cafes/25046926/articles/26603,17,11,119,False,False,N/A,N/A,0b70faaf,True,KR,Phone,Crosswalk,Android
2020-12-03T15:58:29,https://insights.hotjar.com/r?site=2099447&recording=4489238311,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/signup,https://cafe.naver.com/ca-fe/cafes/25046926/articles/26603?page=1&boardtype=L&referrerAllArticles=true&oldPath=%2FArticleRead.nhn%3Fclubid%3D25046926%26page%3D1%26boardtype%3DL%26articleid%3D26603%26referrerAllArticles%3Dtrue,81,7,147,False,False,N/A,N/A,48cf5b4e,True,KR,Desktop,Chrome,Windows
2020-12-03T06:56:03,https://insights.hotjar.com/r?site=2099447&recording=4486575591,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=navercafe&utm_medium=banner&utm_campaign=renewal_event&utm_term=free_trial&utm_content=imagelink,https://privatenote.co.kr/,,36,19,1036,False,True,N/A,N/A,b52683db,False,KR,Desktop,Chrome,Windows
2020-12-03T16:00:37,https://insights.hotjar.com/r?site=2099447&recording=4489250422,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/login,,5,3,327,False,False,N/A,N/A,e5fe2a06,True,KR,Phone,Samsung,Android
2020-12-06T12:00:01,https://insights.hotjar.com/r?site=2099447&recording=4506595908,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,,1,1,113,False,False,N/A,N/A,72f56618,True,KR,Phone,Crosswalk,Android
2020-12-06T09:36:27,https://insights.hotjar.com/r?site=2099447&recording=4506010537,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/,https://m.cafe.naver.com/ca-fe/web/cafes/forsciencehighschool/articles/26603?useCafeId=false&or=m.search.naver.com&query=%ED%94%84%EB%9D%BC%EC%9D%B4%EB%B9%97%EB%85%B8%ED%8A%B8&buid=3f3d4c74-6ef1-4a94-bdc4-3fea36dbd269&art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1ldGMtZm9yLWNvbW1lbnQ.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI2NjAzLCJpc3N1ZWRBdCI6MTYwNzI0NjQzMDg0NSwiY2FmZUlkIjoyNTA0NjkyNn0.1wJm_7iT_ZhybZvLL1296rdVX3P88Ty3ajEOG6QiWpA,42,12,608,False,True,N/A,N/A,518e30ad,True,KR,Phone,Crosswalk,Android
2020-12-06T18:36:13,https://insights.hotjar.com/r?site=2099447&recording=4508466861,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/,,35,9,705,False,True,N/A,N/A,4296224e,False,KR,Phone,Samsung,Android
2020-12-06T17:42:10,https://insights.hotjar.com/r?site=2099447&recording=4508205586,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,,2,2,129,False,False,N/A,N/A,4296224e,True,KR,Phone,Samsung,Android
2020-12-06T17:51:01,https://insights.hotjar.com/r?site=2099447&recording=4508247753,False,True,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/login,,6,3,367,False,False,N/A,N/A,4296224e,True,KR,Phone,Samsung,Android
2020-12-07T13:50:07,https://insights.hotjar.com/r?site=2099447&recording=4513412269,False,False,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/faq,https://cafe.naver.com/ca-fe/cafes/25046926/articles/26603?page=1&menuid=84&boardtype=L&referrerAllArticles=false&oldPath=%2FArticleRead.nhn%3Fclubid%3D25046926%26page%3D1%26menuid%3D84%26boardtype%3DL%26articleid%3D26603%26referrerAllArticles%3Dfalse,9,2,55,False,False,N/A,N/A,bbcc20dd,False,KR,Desktop,Chrome,Windows
2020-12-08T01:07:38,https://insights.hotjar.com/r?site=2099447&recording=4516944307,False,False,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=pnc_renewalevent_20201203,https://privatenote.co.kr/login,https://m.cafe.naver.com/ca-fe/web/cafes/25046926/articles/26627?fromPopular=true&useCafeId=true&buid=b5557e43-d880-448d-8cec-b21d9fc06f6e&art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1ldGMtZm9yLWNvbW1lbnQ.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI2NjUyLCJpc3N1ZWRBdCI6MTYwNzM4OTE1NDg1MSwiY2FmZUlkIjoyNTA0NjkyNn0.iFkjSUzMocbf3qLZ5jQfytpKtgbMImg1vGjWQi_siRY,14,2,182,False,False,N/A,N/A,56d2225f,True,KR,Phone,Safari,Ios
2020-12-09T11:22:40,https://insights.hotjar.com/r?site=2099447&recording=4526388059,False,False,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/login,,10,3,107,False,False,N/A,N/A,c05ba3aa,False,KR,Desktop,Ie,Windows
2020-12-09T12:26:05,https://insights.hotjar.com/r?site=2099447&recording=4526733041,False,False,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/login,,6,2,928,False,False,N/A,N/A,c05ba3aa,False,KR,Desktop,Ie,Windows
2020-12-09T15:38:53,https://insights.hotjar.com/r?site=2099447&recording=4527820906,False,False,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/sign_up_for_classes,,7,2,498,False,False,N/A,N/A,c05ba3aa,False,KR,Desktop,Ie,Windows
2020-12-09T16:15:34,https://insights.hotjar.com/r?site=2099447&recording=4528032900,False,False,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/sign_up_for_classes,https://cafe.naver.com/ca-fe/cafes/25046926/articles/26603?page=1&inCafeSearch=true&searchBy=0&query=kmo%20&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&referrerAllArticles=true&oldPath=%2FArticleRead.nhn%3Fclubid%3D25046926%26page%3D1%26inCafeSearch%3Dtrue%26searchBy%3D0%26query%3Dkmo%2520%26includeAll%3D%26exclude%3D%26include%3D%26exact%3D%26searchdate%3Dall%26media%3D0%26sortBy%3Ddate%26articleid%3D26603%26referrerAllArticles%3Dtrue,22,7,423,False,False,N/A,N/A,6ee568ad,False,KR,Desktop,Ie,Windows
2020-12-10T03:40:00,https://insights.hotjar.com/r?site=2099447&recording=4531340680,False,False,False,Only available on Hotjar Plus,Only available on Hotjar Plus,https://privatenote.co.kr/?utm_source=naver&utm_medium=social&utm_campaign=cafe_posting&utm_content=lcb_renewalevent_20201203,https://privatenote.co.kr/login,,5,2,333,False,False,N/A,N/A,c05ba3aa,False,KR,Desktop,Ie,Windows
